% de avance general,Área,% de avance área,Nombre Iniciativa,Descripción Iniciativa,% de avance Iniciativa,Reporte de avance,Hitos,% asignado hitos,% de avance hitos,% de avance acumulado,N° de iniciativas,N° >80%,Contador (no considerar),N° Hito (no considerar),N° Área (no considerar),>80% (no considerar)
20%,11. Medio Ambiente y cambio climático,17%,"Plantar 4.000 árboles, llegando a un déficit 0 de árboles.",Pendiente,36%,Pendiente,Mantención de árboles y evaluación de iniciativa,10%,3%,36%,109,1,,11.28,11,0
20%,11. Medio Ambiente y cambio climático,17%,Construir Vivero municipal.,Pendiente,0%,Pendiente,Evaluación de terreno para construcción de vivero,10%,0%,0%,109,1,1,11.29,11,0
20%,11. Medio Ambiente y cambio climático,17%,Construir Vivero municipal.,Pendiente,0%,Pendiente,Diseño técnico del vivero,10%,0%,0%,109,1,,11.30,11,0
20%,11. Medio Ambiente y cambio climático,17%,Construir Vivero municipal.,Pendiente,0%,Pendiente,Compra de materiales e insumos para construcción,20%,0%,0%,109,1,,11.31,11,0
20%,11. Medio Ambiente y cambio climático,17%,Construir Vivero municipal.,Pendiente,0%,Pendiente,Preparación del terreno,20%,0%,0%,109,1,,11.32,11,0
20%,11. Medio Ambiente y cambio climático,17%,Construir Vivero municipal.,Pendiente,0%,Pendiente,Construcción del vivero,30%,0%,0%,109,1,,11.33,11,0
20%,11. Medio Ambiente y cambio climático,17%,Construir Vivero municipal.,Pendiente,0%,Pendiente,Mantención del vivero y evaluación de iniciativa,10%,0%,0%,109,1,,11.34,11,0
20%,11. Medio Ambiente y cambio climático,17%,Implementar número telefónico para retiro a domicilio de cachureos.,Pendiente,10%,Pendiente,Habilitar oficina y personal que reciba las solicitudes,10%,10%,10%,109,1,1,11.35,11,0
20%,11. Medio Ambiente y cambio climático,17%,Implementar número telefónico para retiro a domicilio de cachureos.,Pendiente,10%,Pendiente,"Habilitar numero de teléfono, para solicitudes de retiro de cachureos",30%,0%,10%,109,1,,11.36,11,0
20%,11. Medio Ambiente y cambio climático,17%,Implementar número telefónico para retiro a domicilio de cachureos.,Pendiente,10%,Pendiente,Difusión de número telefónico para retiro de cachureos,10%,0%,10%,109,1,,11.37,11,0
20%,11. Medio Ambiente y cambio climático,17%,Implementar número telefónico para retiro a domicilio de cachureos.,Pendiente,10%,Pendiente,Recepción de solicitudes en canal habilitado,10%,0%,10%,109,1,,11.38,11,0
20%,11. Medio Ambiente y cambio climático,17%,Implementar número telefónico para retiro a domicilio de cachureos.,Pendiente,10%,Pendiente,Agendamiento del retiro de cachureos,10%,0%,10%,109,1,,11.39,11,0
20%,11. Medio Ambiente y cambio climático,17%,Implementar número telefónico para retiro a domicilio de cachureos.,Pendiente,10%,Pendiente,Ejecución de solicitudes,20%,0%,10%,109,1,,11.40,11,0
20%,11. Medio Ambiente y cambio climático,17%,Implementar número telefónico para retiro a domicilio de cachureos.,Pendiente,10%,Pendiente,Elaboración de estadísticas y evaluación de la iniciativa,10%,0%,10%,109,1,,11.41,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Aumentar personal de limpieza de calles, avenidas y recintos públicos.",Pendiente,30%,Pendiente,"Elaboración y adjudicación de licitación para limpieza de calles, avenidas y recintos públicos, considerando un aumento del personal",30%,30%,30%,109,1,1,11.42,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Aumentar personal de limpieza de calles, avenidas y recintos públicos.",Pendiente,30%,Pendiente,Toma de Razon por parte de Contraloría,10%,0%,30%,109,1,,11.43,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Aumentar personal de limpieza de calles, avenidas y recintos públicos.",Pendiente,30%,Pendiente,Firma de Contrato ,10%,0%,30%,109,1,,11.44,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Aumentar personal de limpieza de calles, avenidas y recintos públicos.",Pendiente,30%,Pendiente,Inicio de contrato de limpieza de calles y recintos,10%,0%,30%,109,1,,11.45,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Aumentar personal de limpieza de calles, avenidas y recintos públicos.",Pendiente,30%,Pendiente,"Limpieza de calles y recintos, con aumento de 12 a 18 trabajadores",30%,0%,30%,109,1,,11.46,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Aumentar personal de limpieza de calles, avenidas y recintos públicos.",Pendiente,30%,Pendiente,Seguimiento y evaluación de la iniciativa,10%,0%,30%,109,1,,11.47,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover el cuidado del entorno en conjunto con la comunidad de manera participativa.,Pendiente,0%,Pendiente,Difusión de Ordenanza y Ley de Medioambiente a la comunidad,10%,0%,0%,109,1,1,11.48,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover el cuidado del entorno en conjunto con la comunidad de manera participativa.,Pendiente,0%,Pendiente,Jornadas difusión y participación con las Juntas de Vecinos,20%,0%,0%,109,1,,11.49,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover el cuidado del entorno en conjunto con la comunidad de manera participativa.,Pendiente,0%,Pendiente,Jornadas de difusión y participación con organizaciones sociales,20%,0%,0%,109,1,,11.50,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover el cuidado del entorno en conjunto con la comunidad de manera participativa.,Pendiente,0%,Pendiente,Jornadas de difusión y participación con organizaciones educacionales.,20%,0%,0%,109,1,,11.51,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover el cuidado del entorno en conjunto con la comunidad de manera participativa.,Pendiente,0%,Pendiente,Jornadas de difusión y participación con el sector privado.,20%,0%,0%,109,1,,11.52,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover el cuidado del entorno en conjunto con la comunidad de manera participativa.,Pendiente,0%,Pendiente,Evaluación de la iniciativa,10%,0%,0%,109,1,,11.53,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover jornadas masivas de limpieza por territorio.,Pendiente,0%,Pendiente,Identificar los lugares por territorio a intervenir,20%,0%,0%,109,1,1,11.54,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover jornadas masivas de limpieza por territorio.,Pendiente,0%,Pendiente,Organizar y planificar con las distintas áreas involucradas.,20%,0%,0%,109,1,,11.55,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover jornadas masivas de limpieza por territorio.,Pendiente,0%,Pendiente,Calendarizar y difundir las fechas por territorio.,20%,0%,0%,109,1,,11.56,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover jornadas masivas de limpieza por territorio.,Pendiente,0%,Pendiente,Ejecutar las respectivas jornadas de limpieza,30%,0%,0%,109,1,,11.57,11,0
20%,11. Medio Ambiente y cambio climático,17%,Promover jornadas masivas de limpieza por territorio.,Pendiente,0%,Pendiente,Evaluación de la iniciativa,10%,0%,0%,109,1,,11.58,11,0
20%,11. Medio Ambiente y cambio climático,17%,Ampliar el plan piloto que se está implementando de reciclaje domiciliario.,Pendiente,44%,Pendiente,Tefinir territorio de apliacion del plan,5%,5%,5%,109,1,1,11.59,11,0
20%,11. Medio Ambiente y cambio climático,17%,Ampliar el plan piloto que se está implementando de reciclaje domiciliario.,Pendiente,44%,Pendiente,Diseño metodologico de cobertura,10%,10%,15%,109,1,,11.60,11,0
20%,11. Medio Ambiente y cambio climático,17%,Ampliar el plan piloto que se está implementando de reciclaje domiciliario.,Pendiente,44%,Pendiente,Cronograma de desarrollo,5%,5%,20%,109,1,,11.61,11,0
20%,11. Medio Ambiente y cambio climático,17%,Ampliar el plan piloto que se está implementando de reciclaje domiciliario.,Pendiente,44%,Pendiente,Adquisicion de material para contenerizar,10%,2%,22%,109,1,,11.62,11,0
20%,11. Medio Ambiente y cambio climático,17%,Ampliar el plan piloto que se está implementando de reciclaje domiciliario.,Pendiente,44%,Pendiente,Diseño de campaña de difusion,10%,10%,32%,109,1,,11.63,11,0
20%,11. Medio Ambiente y cambio climático,17%,Ampliar el plan piloto que se está implementando de reciclaje domiciliario.,Pendiente,44%,Pendiente,Ejecucion de la campaña de difusion ,15%,3%,35%,109,1,,11.64,11,0
20%,11. Medio Ambiente y cambio climático,17%,Ampliar el plan piloto que se está implementando de reciclaje domiciliario.,Pendiente,44%,Pendiente,Entrega de kit de reciclaje y reforzamiento de concientizacion,15%,3%,38%,109,1,,11.65,11,0
20%,11. Medio Ambiente y cambio climático,17%,Ampliar el plan piloto que se está implementando de reciclaje domiciliario.,Pendiente,44%,Pendiente,Ejecucion del servicio de retiro de reciclaje domiciliario,30%,6%,44%,109,1,,11.66,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Crear oficina de atención en materia de residuos, reciclaje y ornato.",Pendiente,25%,Pendiente,"Levantamiento de información en materia de residuos, reciclaje y ornato",10%,10%,10%,109,1,1,11.67,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Crear oficina de atención en materia de residuos, reciclaje y ornato.",Pendiente,25%,Pendiente,Habilitación de número telefonico para retiro de residuos,10%,0%,10%,109,1,,11.68,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Crear oficina de atención en materia de residuos, reciclaje y ornato.",Pendiente,25%,Pendiente,Elaboración de procedimiento y protocolo de atención,20%,10%,20%,109,1,,11.69,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Crear oficina de atención en materia de residuos, reciclaje y ornato.",Pendiente,25%,Pendiente,Difusión,20%,5%,25%,109,1,,11.70,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Crear oficina de atención en materia de residuos, reciclaje y ornato.",Pendiente,25%,Pendiente,"Implementación de la oficina, atención de solicitudes",30%,0%,25%,109,1,,11.71,11,0
20%,11. Medio Ambiente y cambio climático,17%,"Crear oficina de atención en materia de residuos, reciclaje y ornato.",Pendiente,25%,Pendiente,Evaluación de la iniciativa,10%,0%,25%,109,1,,11.72,11,0
20%,11. Medio Ambiente y cambio climático,17%,Crear fondo concursable de iniciativas medioambientales para organizaciones sociales.,Pendiente,0%,Pendiente,Pendiente,100%,0%,0%,109,1,1,11.73,11,0
20%,11. Medio Ambiente y cambio climático,17%,Ampliar oferta de programas de educación ambiental.,Pendiente,0%,Pendiente,Pendiente,100%,0%,0%,109,1,1,11.74,11,0
20%,11. Medio Ambiente y cambio climático,17%,Generar más espacios verdes en las escuelas (huertos y árboles).,Pendiente,0%,Pendiente,Pendiente,100%,0%,0%,109,1,1,11.75,11,0
20%,12. Cuidado y protección animal,26%,Construcción e implementación del primer Centro de Salud Veterinario (Cesavet) 24/7.,Pendiente,30%,Pendiente,Obtención del terreno donde se construirá nueva clínica veterinaria municipal,15%,15%,15%,109,1,1,12.1,12,0
20%,12. Cuidado y protección animal,26%,Construcción e implementación del primer Centro de Salud Veterinario (Cesavet) 24/7.,Pendiente,30%,Pendiente,Obtención de financiamiento para el diseño de clínica veterinaria municipal,15%,15%,30%,109,1,,12.2,12,0
20%,12. Cuidado y protección animal,26%,Construcción e implementación del primer Centro de Salud Veterinario (Cesavet) 24/7.,Pendiente,30%,Pendiente,Obtención de financiamiento para la construcción de veterinaria municipal,15%,0%,30%,109,1,,12.3,12,0
20%,12. Cuidado y protección animal,26%,Construcción e implementación del primer Centro de Salud Veterinario (Cesavet) 24/7.,Pendiente,30%,Pendiente,Construcción de nueva clínica veterinaria municipal,15%,0%,30%,109,1,,12.4,12,0
20%,12. Cuidado y protección animal,26%,Construcción e implementación del primer Centro de Salud Veterinario (Cesavet) 24/7.,Pendiente,30%,Pendiente,Contratación de personal para el funcionamiento de la veterinaria municipal 24/7,10%,0%,30%,109,1,,12.5,12,0
20%,12. Cuidado y protección animal,26%,Construcción e implementación del primer Centro de Salud Veterinario (Cesavet) 24/7.,Pendiente,30%,Pendiente,Traslado de personal y recursos desde clínica actual a nueva,10%,0%,30%,109,1,,12.6,12,0
20%,12. Cuidado y protección animal,26%,Construcción e implementación del primer Centro de Salud Veterinario (Cesavet) 24/7.,Pendiente,30%,Pendiente,Inauguración de nueva clínica veterinaria municipal,10%,0%,30%,109,1,,12.7,12,0
20%,12. Cuidado y protección animal,26%,Construcción e implementación del primer Centro de Salud Veterinario (Cesavet) 24/7.,Pendiente,30%,Pendiente,Puesta en marcha e implementación de turnos para brindar atención veterinaria las 24 horas,10%,0%,30%,109,1,,12.8,12,0
20%,12. Cuidado y protección animal,26%,"Ampliar programa de atención veterinaria en operativos de clínica móvil, generando más operativos y aumentando las coberturas.",Pendiente,40%,Pendiente,Participación de la clínica veterinaria móvil en operativos de verano,20%,20%,20%,109,1,1,12.9,12,0
20%,12. Cuidado y protección animal,26%,"Ampliar programa de atención veterinaria en operativos de clínica móvil, generando más operativos y aumentando las coberturas.",Pendiente,40%,Pendiente,Programa anual de operativos de gobierno en tu barrio,10%,10%,30%,109,1,,12.10,12,0
20%,12. Cuidado y protección animal,26%,"Ampliar programa de atención veterinaria en operativos de clínica móvil, generando más operativos y aumentando las coberturas.",Pendiente,40%,Pendiente,Inicio de operativos de esterilización,10%,10%,40%,109,1,,12.11,12,0
20%,12. Cuidado y protección animal,26%,"Ampliar programa de atención veterinaria en operativos de clínica móvil, generando más operativos y aumentando las coberturas.",Pendiente,40%,Pendiente,Ejecución anual de operativos veterinarios,25%,0%,40%,109,1,,12.12,12,0
20%,12. Cuidado y protección animal,26%,"Ampliar programa de atención veterinaria en operativos de clínica móvil, generando más operativos y aumentando las coberturas.",Pendiente,40%,Pendiente,Ejecución de programa anual de operativos de esterilización,25%,0%,40%,109,1,,12.13,12,0
20%,12. Cuidado y protección animal,26%,"Ampliar programa de atención veterinaria en operativos de clínica móvil, generando más operativos y aumentando las coberturas.",Pendiente,40%,Pendiente,Evaluación de operativos de atención veterinaria,10%,0%,40%,109,1,,12.14,12,0
20%,12. Cuidado y protección animal,26%,"Desarrollar campañas permanentes de información sobre cuidado, protección y adopción de animales.",Pendiente,30%,Pendiente,Gestión de adopción de animales abandonados en veterinaria municipal,20%,20%,20%,109,1,1,12.15,12,0
20%,12. Cuidado y protección animal,26%,"Desarrollar campañas permanentes de información sobre cuidado, protección y adopción de animales.",Pendiente,30%,Pendiente,Elaboración del programa de capacitación en Tenencia Responsable de Mascotas,10%,10%,30%,109,1,,12.16,12,0
20%,12. Cuidado y protección animal,26%,"Desarrollar campañas permanentes de información sobre cuidado, protección y adopción de animales.",Pendiente,30%,Pendiente,Creación de material ad hoc sobre Tenencia Responsable de Mascotas y su entrega y difusión en operativos en terreno,10%,0%,30%,109,1,,12.17,12,0
20%,12. Cuidado y protección animal,26%,"Desarrollar campañas permanentes de información sobre cuidado, protección y adopción de animales.",Pendiente,30%,Pendiente,Inicio de cursos de preparación de monitores en Tenencia Responsable de Mascotas,20%,0%,30%,109,1,,12.18,12,0
20%,12. Cuidado y protección animal,26%,"Desarrollar campañas permanentes de información sobre cuidado, protección y adopción de animales.",Pendiente,30%,Pendiente,Certificación de monitores en tenencia responsable de mascotas,20%,0%,30%,109,1,,12.19,12,0
20%,12. Cuidado y protección animal,26%,"Desarrollar campañas permanentes de información sobre cuidado, protección y adopción de animales.",Pendiente,30%,Pendiente,Implementación de campañas permanentes de información con los monitores certificados,10%,0%,30%,109,1,,12.20,12,0
20%,12. Cuidado y protección animal,26%,"Desarrollar campañas permanentes de información sobre cuidado, protección y adopción de animales.",Pendiente,30%,Pendiente,Evaluación de campañas de información y adopción,10%,0%,30%,109,1,,12.21,12,0
20%,12. Cuidado y protección animal,26%,Crear nuevas plazas de recreación canina.,Pendiente,5%,Pendiente,Identificar y priorizar los sectores para crear nuevas plazas que serán intervenidas en cada territorio. ,10%,5%,5%,109,1,1,12.22,12,0
20%,12. Cuidado y protección animal,26%,Crear nuevas plazas de recreación canina.,Pendiente,5%,Pendiente,Definir en cuales de los sectores se pueden construir nuevas plaza para recreación canina.  ,5%,0%,5%,109,1,,12.23,12,0
20%,12. Cuidado y protección animal,26%,Crear nuevas plazas de recreación canina.,Pendiente,5%,Pendiente,Definir fases de implementación según financiamiento y prioridades territoriales. ,10%,0%,5%,109,1,,12.24,12,0
20%,12. Cuidado y protección animal,26%,Crear nuevas plazas de recreación canina.,Pendiente,5%,Pendiente,Elaborar y postular proyectos específicos para la ejecución de intervenciones priorizadas,20%,0%,5%,109,1,,12.25,12,0
20%,12. Cuidado y protección animal,26%,Crear nuevas plazas de recreación canina.,Pendiente,5%,Pendiente,Tramitación y resolución de observaciones para obtener aprobación técnica,15%,0%,5%,109,1,,12.26,12,0
20%,12. Cuidado y protección animal,26%,Crear nuevas plazas de recreación canina.,Pendiente,5%,Pendiente,Gestiones para asignación de recursos y obtención de recursos,10%,0%,5%,109,1,,12.27,12,0
20%,12. Cuidado y protección animal,26%,Crear nuevas plazas de recreación canina.,Pendiente,5%,Pendiente,Publicación de bases administrativas para llevar a cabo la ejecución de los proyectos,10%,0%,5%,109,1,,12.28,12,0
20%,12. Cuidado y protección animal,26%,Crear nuevas plazas de recreación canina.,Pendiente,5%,Pendiente,Adjudicación de la licitación para llevar a cabo los proyectos,10%,0%,5%,109,1,,12.29,12,0
20%,12. Cuidado y protección animal,26%,Crear nuevas plazas de recreación canina.,Pendiente,5%,Pendiente,"Ejecución, implementación y recepción de proyectos ",10%,0%,5%,109,1,,12.30,12,0
20%,13. Socializar la infraestructura y servicios municipales,22%,"Desarrollar la transformación digital en todas las áreas de gestión municipal, para disminuir los tiempos de respuesta a vecinos y vecinas.",Pendiente,10%,Pendiente,Identificación de procedimientos,10%,10%,10%,109,1,1,13.1,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,"Desarrollar la transformación digital en todas las áreas de gestión municipal, para disminuir los tiempos de respuesta a vecinos y vecinas.",Pendiente,10%,Pendiente,Diagramación de procedimientos,10%,0%,10%,109,1,,13.2,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,"Desarrollar la transformación digital en todas las áreas de gestión municipal, para disminuir los tiempos de respuesta a vecinos y vecinas.",Pendiente,10%,Pendiente,Creación de procedimientos en sistema informático.,35%,0%,10%,109,1,,13.3,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,"Desarrollar la transformación digital en todas las áreas de gestión municipal, para disminuir los tiempos de respuesta a vecinos y vecinas.",Pendiente,10%,Pendiente,Creación de plataforma para inicio de trámites municipales.,25%,0%,10%,109,1,,13.4,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,"Desarrollar la transformación digital en todas las áreas de gestión municipal, para disminuir los tiempos de respuesta a vecinos y vecinas.",Pendiente,10%,Pendiente,Implementación de procedimientos en línea.,10%,0%,10%,109,1,,13.5,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,"Desarrollar la transformación digital en todas las áreas de gestión municipal, para disminuir los tiempos de respuesta a vecinos y vecinas.",Pendiente,10%,Pendiente,Evaluación de la iniciativa,10%,0%,10%,109,1,,13.6,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Mejorar espacios y sedes municipales para atención de vecinos y vecinas.,Pendiente,0%,Pendiente,Identificar estándar de un espacio o sede “mejorada”,10%,0%,0%,109,1,1,13.7,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Mejorar espacios y sedes municipales para atención de vecinos y vecinas.,Pendiente,0%,Pendiente,Identificar brecha entre el estándar definido y la situación actual.,10%,0%,0%,109,1,,13.8,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Mejorar espacios y sedes municipales para atención de vecinos y vecinas.,Pendiente,0%,Pendiente,Elaboración y aprobación de plan de ejecución de mejoras.,10%,0%,0%,109,1,,13.9,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Mejorar espacios y sedes municipales para atención de vecinos y vecinas.,Pendiente,0%,Pendiente,Ejecución de mejoras,60%,0%,0%,109,1,,13.10,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Mejorar espacios y sedes municipales para atención de vecinos y vecinas.,Pendiente,0%,Pendiente,Mantención y evaluación de las mejoras,10%,0%,0%,109,1,,13.11,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Optimizar y aumentar trámites y pagos en línea.,Pendiente,0%,Pendiente,Pendiente,100%,0%,0%,109,1,1,13.12,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Implementar una plataforma de sugerencias y/o reclamos en línea para mejorar la atención y la entrega de servicios municipales.,Pendiente,0%,Pendiente,Pendiente,100%,0%,0%,109,1,1,13.13,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Rebajar el cobro de las patentes en los derechos de aseo a los micro y pequeños comerciantes.,Pendiente,100%,Pendiente,"Elaboración de minuta para modificar la ordenanza municipal, rebajando el cobro de las patentes en los derechos de aseo a los micro y pequeños comerciantes.",10%,10%,10%,109,1,1,13.14,13,1
20%,13. Socializar la infraestructura y servicios municipales,22%,Rebajar el cobro de las patentes en los derechos de aseo a los micro y pequeños comerciantes.,Pendiente,100%,Pendiente,Aprobación por el Concejo Municipal.,10%,10%,20%,109,1,,13.15,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Rebajar el cobro de las patentes en los derechos de aseo a los micro y pequeños comerciantes.,Pendiente,100%,Pendiente,Difusión de la modificación a la ordenanza municipal y capacitación a inspectores municipales.,10%,10%,30%,109,1,,13.16,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Rebajar el cobro de las patentes en los derechos de aseo a los micro y pequeños comerciantes.,Pendiente,100%,Pendiente,Rebaja en cobro de baños químicos para ferias libres,35%,35%,65%,109,1,,13.17,13,0
20%,13. Socializar la infraestructura y servicios municipales,22%,Rebajar el cobro de las patentes en los derechos de aseo a los micro y pequeños comerciantes.,Pendiente,100%,Pendiente,"Rebaja de cobro para Bien Nacional de Uso Público, micro empresa familiar y ferias libres",35%,35%,100%,109,1,,13.18,13,0
20%,14. Gobernanza colaborativa y participación,18%,"Aumentar convenios: Universidades, Institutos y CFT, para ampliar la cantidad de oportunidades de formación para vecinos y vecinas.",Pendiente,39%,Pendiente,Identificar Instituciones de Educación superior con las que no exista vinculación,10%,8%,8%,109,1,1,14.1,14,0
20%,14. Gobernanza colaborativa y participación,18%,"Aumentar convenios: Universidades, Institutos y CFT, para ampliar la cantidad de oportunidades de formación para vecinos y vecinas.",Pendiente,39%,Pendiente,Gestionar reuniones con unidades de Vinculación con el Medio de las nuevas Instituciones identificadas,20%,16%,24%,109,1,,14.2,14,0
20%,14. Gobernanza colaborativa y participación,18%,"Aumentar convenios: Universidades, Institutos y CFT, para ampliar la cantidad de oportunidades de formación para vecinos y vecinas.",Pendiente,39%,Pendiente,Generar nuevos convenios marco de colaboración,30%,6%,30%,109,1,,14.3,14,0
20%,14. Gobernanza colaborativa y participación,18%,"Aumentar convenios: Universidades, Institutos y CFT, para ampliar la cantidad de oportunidades de formación para vecinos y vecinas.",Pendiente,39%,Pendiente,"Implementación de charlas, capacitaciones, talleres y actividades de innovación",30%,9%,39%,109,1,,14.4,14,0
20%,14. Gobernanza colaborativa y participación,18%,"Aumentar convenios: Universidades, Institutos y CFT, para ampliar la cantidad de oportunidades de formación para vecinos y vecinas.",Pendiente,39%,Pendiente,Seguimiento y evaluación de la iniciativa,10%,0%,39%,109,1,,14.5,14,0
20%,14. Gobernanza colaborativa y participación,18%,"Aumentar convenios con pequeñas, medianas y grandes empresas.",Pendiente,25%,Pendiente,Identificar empresas en la comuna que no se hayan relacionado con el municipio.,10%,8%,8%,109,1,1,14.6,14,0
20%,14. Gobernanza colaborativa y participación,18%,"Aumentar convenios con pequeñas, medianas y grandes empresas.",Pendiente,25%,Pendiente,Establecer medios de contacto con nuevas empresas.,20%,5%,13%,109,1,,14.7,14,0
20%,14. Gobernanza colaborativa y participación,18%,"Aumentar convenios con pequeñas, medianas y grandes empresas.",Pendiente,25%,Pendiente,Formalizar las relaciones a través de convenios de colaboración.,30%,3%,16%,109,1,,14.8,14,0
20%,14. Gobernanza colaborativa y participación,18%,"Aumentar convenios con pequeñas, medianas y grandes empresas.",Pendiente,25%,Pendiente,"Realizar charlas, talleres, actividades y actividades de innovación social junto a empresas de San Joaquín.",30%,9%,25%,109,1,,14.9,14,0
20%,14. Gobernanza colaborativa y participación,18%,"Aumentar convenios con pequeñas, medianas y grandes empresas.",Pendiente,25%,Pendiente,Evaluación de la iniciativa,10%,0%,25%,109,1,,14.10,14,0
20%,14. Gobernanza colaborativa y participación,18%,Expandir Clínicas jurídicas con sedes en tres zonas de la comuna (Convenios con universidades).,Pendiente,20%,Pendiente,Definir sedes comunales estratégicas para implementar la asistencia jurdica.,20%,10%,10%,109,1,1,14.11,14,0
20%,14. Gobernanza colaborativa y participación,18%,Expandir Clínicas jurídicas con sedes en tres zonas de la comuna (Convenios con universidades).,Pendiente,20%,Pendiente,Establecer un protocolo de coordinación clara con cada centro comunitario.,20%,5%,15%,109,1,,14.12,14,0
20%,14. Gobernanza colaborativa y participación,18%,Expandir Clínicas jurídicas con sedes en tres zonas de la comuna (Convenios con universidades).,Pendiente,20%,Pendiente,Capacitación a funcionarios encargados de la recepción de docentes y usuarios en las sedes definidas.,20%,0%,15%,109,1,,14.13,14,0
20%,14. Gobernanza colaborativa y participación,18%,Expandir Clínicas jurídicas con sedes en tres zonas de la comuna (Convenios con universidades).,Pendiente,20%,Pendiente,Aumentar la cobertura de materias tratadas por las Clínicas Jurídicas,30%,5%,20%,109,1,,14.14,14,0
20%,14. Gobernanza colaborativa y participación,18%,Expandir Clínicas jurídicas con sedes en tres zonas de la comuna (Convenios con universidades).,Pendiente,20%,Pendiente,Evaluación de la iniciativa,10%,0%,20%,109,1,,14.15,14,0
20%,14. Gobernanza colaborativa y participación,18%,Crear la oficina de alianza internacional para la búsqueda de vínculos que generen recursos y beneficios para la comunidad.,Pendiente,5%,Pendiente,Levantamiento de necesidades por dirección para modificación del organigrama y del Reglamento Interno.,10%,5%,5%,109,1,1,14.16,14,0
20%,14. Gobernanza colaborativa y participación,18%,Crear la oficina de alianza internacional para la búsqueda de vínculos que generen recursos y beneficios para la comunidad.,Pendiente,5%,Pendiente,Aprobación de las modificaciones por parte del Alcalde.,15%,0%,5%,109,1,,14.17,14,0
20%,14. Gobernanza colaborativa y participación,18%,Crear la oficina de alianza internacional para la búsqueda de vínculos que generen recursos y beneficios para la comunidad.,Pendiente,5%,Pendiente,"Ingreso de la propuesta al Concejo Municipal, discusión y modificaciones.",15%,0%,5%,109,1,,14.18,14,0
20%,14. Gobernanza colaborativa y participación,18%,Crear la oficina de alianza internacional para la búsqueda de vínculos que generen recursos y beneficios para la comunidad.,Pendiente,5%,Pendiente,Aprobación del Concejo Municipal.,15%,0%,5%,109,1,,14.19,14,0
20%,14. Gobernanza colaborativa y participación,18%,Crear la oficina de alianza internacional para la búsqueda de vínculos que generen recursos y beneficios para la comunidad.,Pendiente,5%,Pendiente,Decreto de las modificaciones y del reglamento interno,15%,0%,5%,109,1,,14.20,14,0
20%,14. Gobernanza colaborativa y participación,18%,Crear la oficina de alianza internacional para la búsqueda de vínculos que generen recursos y beneficios para la comunidad.,Pendiente,5%,Pendiente,Implementar Oficina,20%,0%,5%,109,1,,14.21,14,0
20%,14. Gobernanza colaborativa y participación,18%,Crear la oficina de alianza internacional para la búsqueda de vínculos que generen recursos y beneficios para la comunidad.,Pendiente,5%,Pendiente,Planificación de las actividades de la oficina.,10%,0%,5%,109,1,,14.22,14,0
20%,14. Gobernanza colaborativa y participación,18%,Crear programa de defensoría jurídica (Civil y familia).,Pendiente,0%,Pendiente,Pendiente,100%,0%,0%,109,1,1,14.23,14,0
20%,15. Ciudad y Espacios públicos,13%,Compra de Centro recreacional de veraneo.,Pendiente,0%,Pendiente,Levantamiento y diagnóstico de comunas donde emplazar el centro de veraneo,10%,0%,0%,109,1,1,15.1,15,0
20%,15. Ciudad y Espacios públicos,13%,Compra de Centro recreacional de veraneo.,Pendiente,0%,Pendiente,Estudio de mercado para la adquisición de un terreno,10%,0%,0%,109,1,,15.2,15,0
